symbol,name,market,latestClosingDate,c,c63,c126,c189,c252,is_valid,rs_index,rs
7686.T,カクヤスグループ,スタンダード（内国株式）,1970-01-01,2510.0,1718.0,1315.0,1321.0,1396.0,1.0,70.57635090010143,97
7687.T,ミクリード,グロース（内国株式）,1970-01-01,1876.0,1139.0,946.0,907.0,1126.0,1.0,80.2327229956973,98
7689.T,コパ・コーポレーション,グロース（内国株式）,1970-01-01,622.0,643.0,685.0,830.0,969.0,1.0,-15.319863315792325,7
7692.T,アースインフィニティ,スタンダード（内国株式）,1970-01-01,170.0,248.0,428.3333435058594,153.4166717529297,34.08333206176758,1.0,57.274470599947676,95
7694.T,いつも,グロース（内国株式）,1970-01-01,936.0,813.0,1016.0,688.0,733.0,1.0,17.225041002266483,68
7695.T,交換できるくん,グロース（内国株式）,1970-01-01,2805.0,3400.0,3595.0,4695.0,4680.0,1.0,-27.458931769580214,1
7698.T,アイスコ,スタンダード（内国株式）,1970-01-01,1707.0,1487.0,1388.0,1299.0,1415.0,1.0,20.92346107894662,74
7699.T,オムニ・プラス・システム・リミテッド　ＪＤＲ,グロース（外国株式）,1970-01-01,535.0,505.0,500.0,530.0,535.0,1.0,3.9649168690453958,39
7701.T,島津製作所,プライム（内国株式）,1970-01-01,4311.0,4505.0,3890.0,4115.0,3990.0,1.0,3.003628850023841,37
7702.T,ＪＭＳ,プライム（内国株式）,1970-01-01,544.0,537.0,529.0,506.0,548.0,1.0,2.444513903616338,35
7705.T,ジーエルサイエンス,スタンダード（内国株式）,1970-01-01,2309.0,2430.0,2429.0,2336.0,2324.0,1.0,-3.340082641000979,21
7707.T,プレシジョン・システム・サイエンス,グロース（内国株式）,1970-01-01,327.0,345.0,393.0,493.0,475.0,1.0,-18.41159401392585,5
7709.T,クボテック,スタンダード（内国株式）,1970-01-01,287.0,212.0,225.0,224.0,244.0,1.0,28.811644671271953,83
7711.T,助川電気工業,スタンダード（内国株式）,1970-01-01,1270.0,1339.0,1360.0,1291.0,1563.0,1.0,-7.459298600994319,14
7713.T,シグマ光機,スタンダード（内国株式）,1970-01-01,1560.0,1550.0,1570.0,1487.0,1559.0,1.0,1.1253473536468817,32
7715.T,長野計器,プライム（内国株式）,1970-01-01,2644.0,1895.0,1235.0,1127.0,1061.0,1.0,95.38864322998768,98
7716.T,ナカニシ,スタンダード（内国株式）,1970-01-01,3640.0,3015.0,2848.0,2805.0,2676.0,1.0,27.01210916386797,81
7717.T,ブイ・テクノロジー,プライム（内国株式）,1970-01-01,2374.0,2604.0,2481.0,2707.0,2881.0,1.0,-10.37548092282196,11
7718.T,スター精密,プライム（内国株式）,1970-01-01,1884.0,1862.0,1766.0,1694.0,1791.0,1.0,5.090700734823103,42
7719.T,東京衡機,スタンダード（内国株式）,1970-01-01,175.0,200.0,180.0,213.0,252.0,1.0,-15.234741784037558,7
7721.T,東京計器,プライム（内国株式）,1970-01-01,1523.0,1253.0,1300.0,1163.0,1271.0,1.0,22.206350107900295,76
7722.T,国際計測器,スタンダード（内国株式）,1970-01-01,529.0,518.0,528.0,515.0,576.0,1.0,-0.20095548675645758,28
7723.T,愛知時計電機,プライム（内国株式）,1970-01-01,1640.0,1591.0,1486.0,1320.0,1394.0,1.0,11.682504548303536,58
7725.T,インターアクション,プライム（内国株式）,1970-01-01,1090.0,1430.0,1473.0,1556.0,1758.0,1.0,-28.300023226219167,1
7726.T,黒田精工,スタンダード（内国株式）,1970-01-01,1400.0,1516.0,1778.0,1783.0,1786.0,1.0,-15.931293036203384,7
7727.T,オーバル,プライム（内国株式）,1970-01-01,436.0,387.0,493.0,478.0,463.0,1.0,-0.17140261314457558,28
7729.T,東京精密,プライム（内国株式）,1970-01-01,7940.0,6290.0,5020.0,4320.0,4590.0,1.0,53.4825210727484,95
7730.T,マニー,プライム（内国株式）,1970-01-01,1939.5,1717.5,1859.0,2169.0,1654.0,1.0,7.3724171253541515,48
7731.T,ニコン,プライム（内国株式）,1970-01-01,1584.0,1595.5,1343.0,1250.0,1534.0,1.0,9.296559503820662,53
7732.T,トプコン,プライム（内国株式）,1970-01-01,1781.5,1971.0,1808.0,1597.0,1805.0,1.0,-2.0887106344546265,23
7733.T,オリンパス,プライム（内国株式）,1970-01-01,2002.5,2212.5,2330.0,2632.5,3000.0,1.0,-18.044093754099574,5
7734.T,理研計器,プライム（内国株式）,1970-01-01,5310.0,5010.0,5310.0,4885.0,4265.0,1.0,9.03558175155016,53
7735.T,ＳＣＲＥＥＮホールディングス,プライム（内国株式）,1970-01-01,14750.0,15050.0,11090.0,9090.0,9070.0,1.0,30.781251216023865,85
7739.T,キヤノン電子,プライム（内国株式）,1970-01-01,1855.0,1911.0,1807.0,1554.0,1603.0,1.0,6.377084799063374,46
7740.T,タムロン,プライム（内国株式）,1970-01-01,4500.0,3600.0,3230.0,3380.0,3055.0,1.0,33.95089782502186,87
7741.T,ＨＯＹＡ,プライム（内国株式）,1970-01-01,16235.0,18320.0,13710.0,13930.0,14090.0,1.0,5.485157721575116,43
7743.T,シード,プライム（内国株式）,1970-01-01,806.0,560.0,565.0,499.0,564.0,1.0,46.988571524880825,93
7744.T,ノーリツ鋼機,プライム（内国株式）,1970-01-01,3025.0,2194.0,2244.0,2608.0,2502.0,1.0,29.489702759743906,83
7745.T,Ａ＆Ｄホロンホールディングス,プライム（内国株式）,1970-01-01,1712.0,1694.0,1483.0,1039.0,903.0,1.0,34.38617911076939,87
7746.T,岡本硝子,スタンダード（内国株式）,1970-01-01,154.0,132.0,140.0,140.0,147.0,1.0,11.61904761904762,58
7747.T,朝日インテック,プライム（内国株式）,1970-01-01,2921.5,2872.0,2305.0,2496.0,2373.0,1.0,14.070951237456022,63
7749.T,メディキット,スタンダード（内国株式）,1970-01-01,2687.0,2471.0,2460.0,2519.0,2266.0,1.0,10.391749960659988,55
7751.T,キヤノン,プライム（内国株式）,1970-01-01,3597.0,3567.0,2935.0,3060.0,3253.0,1.0,10.472265128864834,55
7752.T,リコー,プライム（内国株式）,1970-01-01,1197.0,1203.0,1073.0,1035.0,1072.0,1.0,7.574299882000124,49
7760.T,ＩＭＶ,スタンダード（内国株式）,1970-01-01,528.0,490.0,476.0,405.0,481.0,1.0,13.315250794242392,61
7762.T,シチズン時計,プライム（内国株式）,1970-01-01,915.0,893.0,835.0,568.0,600.0,1.0,25.619919853052913,79
7769.T,リズム,プライム（内国株式）,1970-01-01,1640.0,1639.0,1681.0,1664.0,1368.0,1.0,3.2247468957004504,37
7771.T,日本精密,スタンダード（内国株式）,1970-01-01,83.0,89.0,97.0,77.0,72.0,1.0,-0.9692300376303621,26
7774.T,ジャパン・ティッシュエンジニアリング,グロース（内国株式）,1970-01-01,581.0,634.0,516.0,525.0,588.0,1.0,1.0707693597576955,32
7775.T,大研医器,プライム（内国株式）,1970-01-01,565.0,518.0,490.0,452.0,474.0,1.0,15.530230566396932,65
7776.T,セルシード,グロース（内国株式）,1970-01-01,254.0,325.0,409.0,135.0,153.0,1.0,14.51432036756357,63
7777.T,スリー・ディー・マトリックス,グロース（内国株式）,1970-01-01,139.0,172.0,253.0,304.0,349.0,1.0,-39.575923424210515,1
7779.T,ＣＹＢＥＲＤＹＮＥ,グロース（内国株式）,1970-01-01,289.0,305.0,296.0,318.0,374.0,1.0,-8.940687545234406,13
7780.T,メニコン,プライム（内国株式）,1970-01-01,2048.0,2682.0,2929.0,2930.0,3305.0,1.0,-29.09846954218644,1
7781.T,平山ホールディングス,スタンダード（内国株式）,1970-01-01,831.0,802.0,752.0,686.0,651.0,1.0,13.304807034551589,61
7782.T,シンシア,スタンダード（内国株式）,1970-01-01,558.0,570.0,543.0,549.0,432.0,1.0,5.87158311047976,45
7791.T,ドリームベッド,スタンダード（内国株式）,1970-01-01,869.0,803.0,765.0,792.0,755.0,1.0,10.970937475356044,56
7792.T,コラントッテ,グロース（内国株式）,1970-01-01,1097.0,889.0,1225.0,1004.0,982.0,1.0,11.463782728769106,57
7793.T,イメージ・マジック,グロース（内国株式）,1970-01-01,1120.0,1134.0,1055.0,1133.0,1259.0,1.0,-1.699180598938109,24
7794.T,イーディーピー,グロース（内国株式）,1970-01-01,2142.0,2004.0,13850.0,23780.0,13570.0,1.0,-49.19389041966848,1
7800.T,アミファ,スタンダード（内国株式）,1970-01-01,654.0,655.0,638.0,634.0,660.0,1.0,0.8895953405092869,31
7803.T,ブシロード,グロース（内国株式）,1970-01-01,495.0,808.0,785.0,699.0,860.0,1.0,-37.208866501065515,1
7804.T,ビーアンドピー,スタンダード（内国株式）,1970-01-01,1464.0,1284.0,1225.0,1082.0,1044.0,1.0,24.61649261490597,78
7805.T,プリントネット,スタンダード（内国株式）,1970-01-01,752.0,716.0,695.0,524.0,622.0,1.0,16.533815339159265,67
7806.T,ＭＴＧ,グロース（内国株式）,1970-01-01,1636.0,1438.0,1328.0,1215.0,1334.0,1.0,21.60398101427767,75
7807.T,幸和製作所,スタンダード（内国株式）,1970-01-01,928.0,900.0,780.0,696.0,697.0,1.0,18.3343903665281,70
7808.T,シー・エス・ランバー,スタンダード（内国株式）,1970-01-01,3085.0,3085.0,2900.0,2712.0,2866.0,1.0,5.554861918693897,44
7809.T,壽屋,スタンダード（内国株式）,1970-01-01,2070.0,2606.666748046875,3056.666748046875,3753.333251953125,2080.0,1.0,-23.75708793714665,3
7810.T,クロスフォー,スタンダード（内国株式）,1970-01-01,214.0,235.0,206.0,201.0,199.0,1.0,0.003300970770498887,29
7811.T,中本パックス,プライム（内国株式）,1970-01-01,1640.0,1597.0,1570.0,1543.0,1557.0,1.0,4.2921830062545245,40
7812.T,クレステック,スタンダード（内国株式）,1970-01-01,2000.0,1915.0,1518.0,1261.0,1231.0,1.0,32.34068190761832,86
7813.T,プラッツ,グロース（内国株式）,1970-01-01,648.0,679.0,644.0,659.0,734.0,1.0,-4.379154820515655,19
7814.T,日本創発グループ,スタンダード（内国株式）,1970-01-01,629.0,649.0,522.0,511.0,398.0,1.0,19.093386723124084,71
7815.T,東京ボード工業,スタンダード（内国株式）,1970-01-01,600.0,590.0,709.0,698.0,700.0,1.0,-8.061952851567824,14
7816.T,スノーピーク,プライム（内国株式）,1970-01-01,1575.0,1882.0,2184.0,2370.0,2151.0,1.0,-24.166405804500197,3
7817.T,パラマウントベッドホールディングス,プライム（内国株式）,1970-01-01,2377.0,2380.0,2386.0,2590.0,2587.0,1.0,-3.394150005927398,21
7818.T,トランザクション,プライム（内国株式）,1970-01-01,1939.0,1696.0,1456.0,1268.0,1058.0,1.0,39.603407946809845,90
7819.T,粧美堂,プライム（内国株式）,1970-01-01,517.0,378.0,380.0,354.0,420.0,1.0,35.74760819185441,88
7820.T,ニホンフラッシュ,プライム（内国株式）,1970-01-01,930.0,977.0,957.0,906.0,955.0,1.0,-2.4822801402510497,23
7821.T,前田工繊,プライム（内国株式）,1970-01-01,3070.0,3030.0,3250.0,3080.0,3260.0,1.0,-1.8102187391259856,24
7822.T,永大産業,スタンダード（内国株式）,1970-01-01,222.0,209.0,228.0,223.0,250.0,1.0,-0.36796361061643135,27
7823.T,アートネイチャー,プライム（内国株式）,1970-01-01,787.0,751.0,764.0,741.0,716.0,1.0,5.744343325181435,44
7826.T,フルヤ金属,スタンダード（内国株式）,1970-01-01,9480.0,9880.0,10020.0,9220.0,9270.0,1.0,-1.6802117528904421,24
7827.T,オービス,スタンダード（内国株式）,1970-01-01,1367.0,1190.0,1143.0,1138.0,1189.0,1.0,16.88780716234284,68
7829.T,サマンサタバサジャパンリミテッド,グロース（内国株式）,1970-01-01,143.0,89.0,97.0,102.0,108.0,1.0,48.27489617157853,94
7831.T,ウイルコホールディングス,スタンダード（内国株式）,1970-01-01,149.0,136.0,138.0,138.0,148.0,1.0,7.14707034400129,48
7832.T,バンダイナムコホールディングス,プライム（内国株式）,1970-01-01,3372.0,3420.0,8482.0,8814.0,9999.0,1.0,-38.21431049720605,1
7833.T,アイフィスジャパン,スタンダード（内国株式）,1970-01-01,600.0,613.0,598.0,609.0,600.0,1.0,-1.0769639829172053,26
7836.T,アビックス,スタンダード（内国株式）,1970-01-01,105.0,108.0,86.0,83.0,73.0,1.0,17.375821647000024,68
7837.T,アールシーコア,スタンダード（内国株式）,1970-01-01,506.0,456.0,380.0,456.0,544.0,1.0,11.81346749226006,58
7839.T,ＳＨＯＥＩ,プライム（内国株式）,1970-01-01,2464.0,2649.0,5460.0,5430.0,5370.0,1.0,-35.5154507601265,1
7840.T,フランスベッドホールディングス,プライム（内国株式）,1970-01-01,1215.0,1043.0,1003.0,920.0,934.0,1.0,23.253848808579054,77
7841.T,遠藤製作所,スタンダード（内国株式）,1970-01-01,758.0,740.0,799.0,734.0,811.0,1.0,-0.7063872869648334,26
7844.T,マーベラス,プライム（内国株式）,1970-01-01,689.0,668.0,712.0,671.0,675.0,1.0,1.562745096684806,33
7846.T,パイロットコーポレーション,プライム（内国株式）,1970-01-01,4706.0,4566.0,4400.0,4725.0,5040.0,1.0,1.211545402084167,32
7847.T,グラファイトデザイン,スタンダード（内国株式）,1970-01-01,798.0,795.0,870.0,619.0,632.0,1.0,9.532457348765288,54
7849.T,スターツ出版,スタンダード（内国株式）,1970-01-01,3930.0,4225.0,3650.0,3185.0,2905.0,1.0,10.476324754015376,56
7850.T,総合商研,スタンダード（内国株式）,1970-01-01,832.0,850.0,836.0,780.0,745.0,1.0,2.7261511996982732,36
7851.T,カワセコンピュータサプライ,スタンダード（内国株式）,1970-01-01,280.0,203.0,207.0,214.0,213.0,1.0,34.6848580009938,88
7856.T,萩原工業,プライム（内国株式）,1970-01-01,1702.0,1263.0,1212.0,1060.0,1063.0,1.0,46.124998330804814,93
7857.T,セキ,スタンダード（内国株式）,1970-01-01,1326.0,1337.0,1400.0,1430.0,1567.0,1.0,-5.916724589556592,16
7859.T,アルメディオ,スタンダード（内国株式）,1970-01-01,467.0,485.0,408.0,624.0,266.0,1.0,11.488351453106809,57
7860.T,エイベックス,プライム（内国株式）,1970-01-01,1485.0,1511.0,1574.0,1556.0,1592.0,1.0,-4.075980157072206,19
7863.T,平賀,スタンダード（内国株式）,1970-01-01,980.0,895.0,982.0,1131.0,950.0,1.0,1.7195250715181267,34
7864.T,フジシールインターナショナル,プライム（内国株式）,1970-01-01,1750.0,1525.0,1622.0,1858.0,1514.0,1.0,9.434966728026115,54
7865.T,ピープル,スタンダード（内国株式）,1970-01-01,1089.0,1020.0,1119.0,1255.0,1463.0,1.0,-5.588510958129886,17
7867.T,タカラトミー,プライム（内国株式）,1970-01-01,2384.0,1705.0,1386.0,1255.0,1336.0,1.0,64.01142779648383,96
7868.T,広済堂ホールディングス,プライム（内国株式）,1970-01-01,2700.0,2392.0,2468.0,1929.0,1229.0,1.0,38.96250676883987,90
7871.T,フクビ化学工業,スタンダード（内国株式）,1970-01-01,766.0,650.0,597.0,570.0,580.0,1.0,26.09108916540448,80
7872.T,エステールホールディングス,スタンダード（内国株式）,1970-01-01,637.0,613.0,637.0,624.0,625.0,1.0,2.3667351821642195,35
7874.T,レック,プライム（内国株式）,1970-01-01,963.0,837.0,930.0,793.0,744.0,1.0,16.905795332818073,68
7875.T,竹田ｉＰホールディングス,スタンダード（内国株式）,1970-01-01,703.0,673.0,713.0,647.0,632.0,1.0,5.4804579160375395,43
7877.T,永大化工,スタンダード（内国株式）,1970-01-01,1570.0,1470.0,1546.0,1440.0,1621.0,1.0,4.207881436392036,40
7878.T,光・彩,スタンダード（内国株式）,1970-01-01,5640.0,5890.0,4090.0,6100.0,9940.0,1.0,-4.278438956704815,19
7879.T,ノダ,スタンダード（内国株式）,1970-01-01,1227.0,1148.0,1201.0,1190.0,1253.0,1.0,3.3924305123885183,38
7883.T,サンメッセ,スタンダード（内国株式）,1970-01-01,367.0,360.0,368.0,364.0,362.0,1.0,1.1645082104486382,32
7885.T,タカノ,スタンダード（内国株式）,1970-01-01,894.0,741.0,703.0,659.0,753.0,1.0,24.57000234900693,78
7886.T,ヤマト・インダストリー,スタンダード（内国株式）,1970-01-01,1051.0,1011.0,1231.0,1422.0,719.0,1.0,2.6751856940388925,36
7887.T,南海プライウッド,スタンダード（内国株式）,1970-01-01,5910.0,5140.0,5100.0,4650.0,5110.0,1.0,17.719158785660237,69
7888.T,三光合成,プライム（内国株式）,1970-01-01,687.0,535.0,589.0,459.0,459.0,1.0,34.561441050829146,88
7893.T,プロネクサス,プライム（内国株式）,1970-01-01,1089.0,968.0,985.0,956.0,986.0,1.0,11.98335139804684,58
7896.T,セブン工業,スタンダード（内国株式）,1970-01-01,508.0,494.0,510.0,493.0,500.0,1.0,1.983691136094254,34
7897.T,ホクシン,スタンダード（内国株式）,1970-01-01,133.0,133.0,152.0,151.0,151.0,1.0,-7.268211920529802,15
7898.T,ウッドワン,スタンダード（内国株式）,1970-01-01,1075.0,1188.0,1268.0,888.0,1105.0,1.0,-3.1801525561963495,21
7899.T,ＭＩＣＳ化学,スタンダード（内国株式）,1970-01-01,406.0,402.0,368.0,326.0,312.0,1.0,13.396843827316829,61
7901.T,マツモト,スタンダード（内国株式）,1970-01-01,10070.0,10200.0,4345.0,6170.0,13340.0,1.0,33.58159147157676,87
7902.T,ソノコム,スタンダード（内国株式）,1970-01-01,830.0,812.0,848.0,813.0,772.0,1.0,2.3829660611193204,35
7905.T,大建工業,プライム（内国株式）,1970-01-01,3045.0,2244.0,2235.0,2105.0,1945.0,1.0,41.7685673880857,91
7906.T,ヨネックス,スタンダード（内国株式）,1970-01-01,1418.0,1376.0,1374.0,1298.0,1558.0,1.0,1.9132186185348048,34
7908.T,きもと,スタンダード（内国株式）,1970-01-01,187.0,189.0,202.0,231.0,252.0,1.0,-10.876682906385879,11
7911.T,凸版印刷,プライム（内国株式）,1970-01-01,3578.0,3068.0,2533.0,2018.0,2245.0,1.0,42.236499315111544,92
7912.T,大日本印刷,プライム（内国株式）,1970-01-01,4005.0,4041.0,3735.0,2723.0,2946.0,1.0,17.694930262559673,69
7914.T,共同印刷,プライム（内国株式）,1970-01-01,3280.0,2862.0,2936.0,2843.0,2512.0,1.0,17.374259791799034,68
7915.T,ＮＩＳＳＨＡ,プライム（内国株式）,1970-01-01,1779.0,1610.0,1826.0,1799.0,1776.0,1.0,3.4954093817204863,38
7916.T,光村印刷,スタンダード（内国株式）,1970-01-01,1291.0,1175.0,1281.0,1170.0,1233.0,1.0,7.114235072977267,48
7917.T,藤森工業,プライム（内国株式）,1970-01-01,3745.0,3365.0,3205.0,3185.0,3375.0,1.0,13.59589856562965,62
7918.T,ヴィア・ホールディングス,プライム（内国株式）,1970-01-01,108.0,88.0,96.0,112.0,138.0,1.0,6.528797289666855,46
7919.T,野崎印刷紙業,スタンダード（内国株式）,1970-01-01,158.0,147.0,146.0,115.0,127.0,1.0,16.997183528694666,68
7921.T,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,プライム（内国株式）,1970-01-01,2400.0,2236.0,2250.0,2030.0,2077.0,1.0,11.022719081782741,57
7922.T,三光産業,スタンダード（内国株式）,1970-01-01,472.0,536.0,557.0,355.0,354.0,1.0,5.430031927499328,43
7923.T,トーイン,スタンダード（内国株式）,1970-01-01,502.0,531.0,500.0,510.0,515.0,1.0,-2.9231372979228447,22
7925.T,前澤化成工業,プライム（内国株式）,1970-01-01,1518.0,1611.0,1429.0,1369.0,1303.0,1.0,4.413349656812433,41
7927.T,ムトー精工,スタンダード（内国株式）,1970-01-01,1685.0,1400.0,1271.0,650.0,544.0,1.0,88.45209586891103,98
7928.T,旭化学工業,スタンダード（内国株式）,1970-01-01,603.0,606.0,689.0,655.0,696.0,1.0,-6.954591407600957,15
7931.T,未来工業,プライム（内国株式）,1970-01-01,3175.0,2440.0,1556.0,1454.0,1501.0,1.0,78.83670611400527,98
7932.T,ニッピ,スタンダード（内国株式）,1970-01-01,4000.0,3730.0,3610.0,3540.0,3410.0,1.0,11.115387792875856,57
7936.T,アシックス,プライム（内国株式）,1970-01-01,5240.0,3903.0,3645.0,3040.0,2430.0,1.0,60.055251201835105,96
7937.T,ツツミ,スタンダード（内国株式）,1970-01-01,2455.0,2094.0,2138.0,1942.0,1991.0,1.0,19.805468807999222,72
7938.T,リーガルコーポレーション,スタンダード（内国株式）,1970-01-01,2005.0,1900.0,1952.0,1855.0,1839.0,1.0,6.17613875967218,45
7939.T,研創,スタンダード（内国株式）,1970-01-01,501.0,462.0,506.0,448.0,442.0,1.0,8.214749604615335,51
7940.T,ウェーブロックホールディングス,スタンダード（内国株式）,1970-01-01,670.0,567.0,626.0,612.0,628.0,1.0,11.905069186138347,58
7942.T,ＪＳＰ,プライム（内国株式）,1970-01-01,1984.0,1665.0,1608.0,1468.0,1424.0,1.0,27.23542187045599,81
7943.T,ニチハ,プライム（内国株式）,1970-01-01,3175.0,2952.0,2679.0,2684.0,2725.0,1.0,13.68602504802321,62
7944.T,ローランド,プライム（内国株式）,1970-01-01,3905.0,4155.0,4085.0,3765.0,4005.0,1.0,-3.043695699853405,21
7946.T,光陽社,スタンダード（内国株式）,1970-01-01,1624.0,1661.0,1521.0,1554.0,2319.0,1.0,-4.62971939084682,18
7947.T,エフピコ,プライム（内国株式）,1970-01-01,2796.5,2956.0,3445.0,3670.0,3275.0,1.0,-13.605554077866099,8
7949.T,小松ウオール工業,プライム（内国株式）,1970-01-01,2967.0,2482.0,2026.0,1803.0,1901.0,1.0,41.23248064237076,91
7951.T,ヤマハ,プライム（内国株式）,1970-01-01,4507.0,5690.0,5240.0,5370.0,5310.0,1.0,-17.352689197050093,6
7952.T,河合楽器製作所,プライム（内国株式）,1970-01-01,3410.0,3140.0,2756.0,2536.0,2673.0,1.0,20.59264692580907,74
7953.T,菊水化学工業,スタンダード（内国株式）,1970-01-01,397.0,396.0,379.0,375.0,376.0,1.0,3.341232784817807,38
7955.T,クリナップ,プライム（内国株式）,1970-01-01,715.0,673.0,718.0,655.0,607.0,1.0,7.803265248098312,50
7956.T,ピジョン,プライム（内国株式）,1970-01-01,1718.0,2071.0,2067.0,2114.0,2058.0,1.0,-17.245468072320975,6
7957.T,フジコピアン,スタンダード（内国株式）,1970-01-01,1715.0,1662.0,1800.0,1960.0,1802.0,1.0,-3.1344666286467815,21
7958.T,天馬,プライム（内国株式）,1970-01-01,2583.0,2601.0,2447.0,2064.0,2152.0,1.0,9.869394548479093,55
7962.T,キングジム,プライム（内国株式）,1970-01-01,878.0,911.0,895.0,888.0,897.0,1.0,-2.477705019960672,23
7963.T,興研,スタンダード（内国株式）,1970-01-01,1658.0,1610.0,1662.0,1697.0,1688.0,1.0,0.3293269201261914,29
7965.T,象印マホービン,プライム（内国株式）,1970-01-01,1834.0,1714.0,1660.0,1584.0,1576.0,1.0,11.327529618318643,57
7966.T,リンテック,プライム（内国株式）,1970-01-01,2431.5,2253.0,2247.0,2147.0,2295.0,1.0,8.651049520750114,52
7970.T,信越ポリマー,プライム（内国株式）,1970-01-01,1379.0,1408.0,1421.0,1244.0,1316.0,1.0,1.7128681736517617,33
7971.T,東リ,プライム（内国株式）,1970-01-01,362.0,304.0,283.0,204.0,203.0,1.0,44.36983852559962,92
7972.T,イトーキ,プライム（内国株式）,1970-01-01,1393.0,880.0,774.0,559.0,424.0,1.0,114.85955924042806,99
7974.T,任天堂,プライム（内国株式）,1970-01-01,6268.0,6083.0,5158.0,5684.0,5643.0,1.0,9.790523525985506,54
7975.T,リヒトラブ,スタンダード（内国株式）,1970-01-01,960.0,910.0,873.0,851.0,845.0,1.0,9.474514963602301,54
7976.T,三菱鉛筆,プライム（内国株式）,1970-01-01,1895.0,1688.0,1512.0,1375.0,1379.0,1.0,25.018671028777607,79
7979.T,松風,プライム（内国株式）,1970-01-01,2164.0,2216.0,2074.0,2324.0,2260.0,1.0,-2.29723385880191,23
7980.T,重松製作所,スタンダード（内国株式）,1970-01-01,796.0,803.0,846.0,858.0,828.0,1.0,-3.7488938055384646,20
7981.T,タカラスタンダード,プライム（内国株式）,1970-01-01,1905.0,1779.0,1452.0,1295.0,1319.0,1.0,27.379090451724792,82
7983.T,ミロク,スタンダード（内国株式）,1970-01-01,1700.0,1600.0,1470.0,1430.0,1527.0,1.0,11.67135628895382,58
7984.T,コクヨ,プライム（内国株式）,1970-01-01,2305.5,1926.5,1877.0,1774.0,1760.0,1.0,24.625961186853612,78
7985.T,ネポン,スタンダード（内国株式）,1970-01-01,1485.0,1421.0,1637.0,1513.0,2299.0,1.0,-7.50697267524376,14
7986.T,日本アイ・エス・ケイ,スタンダード（内国株式）,1970-01-01,1285.0,1206.0,1192.0,1304.0,1315.0,1.0,3.4329500498313967,38
7987.T,ナカバヤシ,プライム（内国株式）,1970-01-01,540.0,479.0,485.0,500.0,509.0,1.0,10.18006161355253,55
7988.T,ニフコ,プライム（内国株式）,1970-01-01,4302.0,3861.0,3645.0,3475.0,3085.0,1.0,20.82320437366475,74
7989.T,立川ブラインド工業,プライム（内国株式）,1970-01-01,1383.0,1258.0,1304.0,1104.0,1039.0,1.0,16.862318750208797,68
7990.T,グローブライド,プライム（内国株式）,1970-01-01,1999.0,2207.0,2672.0,2672.0,2514.0,1.0,-17.941730072625834,5
7991.T,マミヤ・オーピー,スタンダード（内国株式）,1970-01-01,1860.0,1403.0,1758.0,1160.0,905.0,1.0,47.36357054261733,93
7992.T,セーラー万年筆,スタンダード（内国株式）,1970-01-01,159.0,160.0,161.0,165.0,171.0,1.0,-2.629228704171496,22
7994.T,オカムラ,プライム（内国株式）,1970-01-01,2190.0,1791.0,1369.0,1363.0,1287.0,1.0,47.07300946330562,93
7995.T,バルカー,プライム（内国株式）,1970-01-01,4355.0,3665.0,3350.0,2666.0,2644.0,1.0,39.14387478416642,90
7997.T,くろがね工作所,スタンダード（内国株式）,1970-01-01,833.0,661.0,424.0,495.0,545.0,1.0,53.92629783830676,95
7999.T,ＭＵＴＯＨホールディングス,スタンダード（内国株式）,1970-01-01,1985.0,1717.0,1778.0,1699.0,1930.0,1.0,12.508541289410473,60
8001.T,伊藤忠商事,プライム（内国株式）,1970-01-01,5617.0,5056.0,4220.0,4168.0,3716.0,1.0,28.24355091472606,82
8002.T,丸紅,プライム（内国株式）,1970-01-01,2419.5,2095.0,1867.5,1530.5,1396.0,1.0,38.38779301455608,90
8005.T,スクロール,プライム（内国株式）,1970-01-01,1015.0,913.0,820.0,706.0,759.0,1.0,24.724140915349114,78
8006.T,ユアサ・フナショク,スタンダード（内国株式）,1970-01-01,2995.0,2789.0,2817.0,2604.0,2570.0,1.0,10.528684926856693,56
8007.T,高島,プライム（内国株式）,1970-01-01,3795.0,3420.0,2955.0,2796.0,2539.0,1.0,27.110825767714054,81
8008.T,ヨンドシーホールディングス,プライム（内国株式）,1970-01-01,1874.0,1777.0,1756.0,1728.0,1730.0,1.0,6.881973514415614,47
8011.T,三陽商会,プライム（内国株式）,1970-01-01,1983.0,1607.0,1542.0,1296.0,894.0,1.0,50.04316645535667,94
8012.T,長瀬産業,プライム（内国株式）,1970-01-01,2522.5,2357.0,2091.0,1951.0,2012.0,1.0,17.868953699339336,69
8013.T,ナイガイ,スタンダード（内国株式）,1970-01-01,285.0,262.0,258.0,261.0,265.0,1.0,8.952988059527609,52
8014.T,蝶理,プライム（内国株式）,1970-01-01,2909.0,2621.0,2669.0,1974.0,2006.0,1.0,24.669837347656948,78
8015.T,豊田通商,プライム（内国株式）,1970-01-01,8784.0,6557.0,5630.0,5130.0,4790.0,1.0,55.711767263500754,95
8016.T,オンワードホールディングス,プライム（内国株式）,1970-01-01,522.0,382.0,340.0,321.0,271.0,1.0,56.41291794264923,95
8018.T,三共生興,スタンダード（内国株式）,1970-01-01,744.0,553.0,578.0,479.0,455.0,1.0,43.32751103988468,92
